stock,price,ret
017670,152000,-0.3
017670,152000,0.0
017670,150000,-1.3
017670,149000,-0.7
017670,148000,-0.7
017670,150500,1.7
017670,151500,0.7
017670,153000,1.0
017670,154000,0.6
017670,153000,-0.6
017670,154500,1.0
017670,156500,1.3
017670,155500,-0.6
017670,155500,0.0
017670,156500,0.6
017670,156000,-0.3
017670,156500,0.3
017670,158500,1.3
017670,159000,0.3
017670,161000,1.3
017670,159500,-0.9
017670,158500,-0.6
017670,152000,-4.1
017670,152500,0.3
017670,150500,-1.3
017670,150000,-0.3
017670,153500,2.3
017670,156000,1.6
017670,154500,-1.0
017670,153000,-1.0
017670,153500,0.3
017670,154000,0.3
017670,160500,4.2
017670,165000,2.8
017670,166000,0.6
017670,164000,-1.2
017670,164000,0.0
017670,169000,3.0
017670,173500,2.7
017670,171500,-1.2
017670,171500,0.0
017670,170500,-0.6
017670,171500,0.6
017670,167500,-2.3
017670,168500,0.6
017670,167500,-0.6
017670,170000,1.5
017670,172500,1.5
017670,174500,1.2
017670,181500,4.0
017670,181500,0.0
017670,179500,-1.1
017670,179500,0.0
017670,177000,-1.4
017670,174000,-1.7
017670,170000,-2.3
017670,174500,2.6
017670,174000,-0.3
017670,173500,-0.3
017670,172000,-0.9
017670,173500,0.9
017670,176500,1.7
017670,174500,-1.1
017670,176000,0.9
017670,178500,1.4
017670,180000,0.8
017670,179000,-0.6
017670,181000,1.1
017670,184500,1.9
017670,183500,-0.5
017670,185000,0.8
017670,183500,-0.8
017670,183000,-0.3
017670,185000,1.1
017670,183500,-0.8
017670,183500,0.0
017670,185500,1.1
017670,184000,-0.8
017670,180000,-2.2
017670,176500,-1.9
017670,180500,2.3
017670,180000,-0.3
017670,180500,0.3
017670,180500,0.0
017670,180500,0.0
017670,181000,0.3
017670,183500,1.4
017670,188000,2.4
017670,186000,-1.1
017670,186500,0.3
017670,186000,-0.3
017670,181500,-2.4
017670,179500,-1.1
017670,175000,-2.5
017670,172000,-1.7
017670,177500,3.2
017670,184000,3.7
017670,190500,3.5
017670,188500,-1.0
017670,187500,-0.5
017670,188500,0.5
017670,190000,0.8
017670,189500,-0.3
017670,189500,0.0
017670,191000,0.8
017670,196000,2.6
017670,193500,-1.3
017670,204500,5.7
017670,211500,3.4
017670,206500,-2.4
017670,213500,3.4
017670,215000,0.7
017670,215000,0.0
017670,215000,0.0
017670,225500,4.9
017670,223500,-0.9
017670,218000,-2.5
017670,211000,-3.2
017670,217500,3.1
017670,215000,-1.2
017670,215000,0.0
017670,221500,3.0
017670,220500,-0.4
017670,217500,-1.4
017670,219500,0.9
017670,208500,-5.0
017670,204500,-1.9
017670,209500,2.4
017670,205500,-1.9
017670,204500,-0.5
017670,208000,1.7
017670,206500,-0.7
017670,211000,2.2
017670,216500,2.6
017670,214500,-0.9
017670,216500,0.9
017670,210500,-2.8
017670,219000,4.0
017670,218000,-0.5
017670,214000,-1.8
017670,213500,-0.2
017670,212000,-0.7
017670,201500,-5.0
017670,202500,0.5
017670,200500,-1.0
017670,204000,1.8
017670,210000,2.9
017670,205000,-2.4
017670,204000,-0.5
017670,202000,-1.0
017670,209500,3.7
017670,216500,3.3
017670,215000,-0.7
017670,213000,-0.9
017670,211500,-0.7
017670,216500,2.4
017670,219500,1.4
017670,218000,-0.7
017670,220000,0.9
017670,223000,1.4
017670,225000,0.9
017670,221500,-1.6
017670,222000,0.2
017670,221000,-0.4
017670,219000,-0.9
017670,223000,1.8
017670,220500,-1.1
017670,225000,2.0
017670,220000,-2.2
017670,220500,0.2
017670,222000,0.7
017670,225500,1.6
017670,226500,0.4
017670,222000,-2.0
017670,216500,-2.5
017670,216500,0.0
017670,212500,-1.8
017670,210500,-0.9
017670,208500,-1.0
017670,213000,2.2
017670,215000,0.9
017670,212500,-1.2
017670,211000,-0.7
017670,211500,0.2
017670,208000,-1.6
017670,208000,0.0
017670,210500,1.2
017670,214500,1.9
017670,216000,0.7
017670,215500,-0.2
017670,221500,2.8
017670,220000,-0.7
017670,219000,-0.4
017670,215500,-1.6
017670,218500,1.4
017670,215500,-1.4
017670,216500,0.5
017670,214000,-1.2
017670,213500,-0.2
017670,222000,4.0
017670,221000,-0.4
017670,219000,-0.9
017670,213000,-2.7
017670,214500,0.7
017670,213500,-0.5
017670,215000,0.7
017670,216000,0.5
017670,215500,-0.2
017670,218500,1.4
017670,224000,2.5
017670,226000,0.9
017670,232000,2.6
017670,233000,0.4
017670,232000,-0.4
017670,228000,-1.7
017670,228000,0.0
017670,228500,0.2
017670,233000,2.0
017670,235500,1.1
017670,231000,-1.9
017670,234000,1.3
017670,237000,1.3
017670,236000,-0.4
017670,237500,0.6
017670,237000,-0.2
017670,236500,-0.2
017670,236500,0.0
017670,236500,0.0
017670,230000,-2.8
017670,227000,-1.3
017670,233500,2.9
017670,231500,-0.9
017670,230500,-0.4
017670,227000,-1.5
017670,225500,-0.7
017670,223500,-0.9
017670,223500,0.0
017670,223000,-0.2
017670,225000,0.9
017670,223000,-0.9
017670,224500,0.7
017670,224500,0.0
017670,222000,-1.1
017670,217000,-2.2
017670,211500,-2.5
017670,214500,1.4
017670,214000,-0.2
017670,219000,2.3
017670,225500,3.0
017670,227000,0.7
017670,226000,-0.4
017670,230000,1.8
017670,228500,-0.6
017670,224000,-2.0
017670,224500,0.2
017670,226500,0.9
017670,226000,-0.2
017670,228000,0.9
017670,228000,0.0
017670,226500,-0.7
017670,223500,-1.3
017670,222000,-0.7
017670,228500,2.9
017670,232500,1.8
017670,235500,1.3
017670,234500,-0.4
017670,236000,0.6
017670,238500,1.1
017670,235000,-1.5
017670,227500,-3.2
017670,230000,1.1
017670,228000,-0.9
017670,226500,-0.7
017670,228000,0.7
017670,229000,0.4
017670,228500,-0.2
017670,225000,-1.5
017670,222000,-1.3
017670,226000,1.8
017670,227500,0.7
017670,228500,0.4
017670,226500,-0.9
017670,223500,-1.3
017670,218500,-2.2
017670,221000,1.1
017670,219000,-0.9
017670,215500,-1.6
017670,212500,-1.4
017670,205500,-3.3
017670,213000,3.6
017670,216500,1.6
017670,214500,-0.9
017670,207500,-3.3
017670,204500,-1.4
017670,205500,0.5
017670,206000,0.2
017670,206500,0.2
017670,206500,0.0
017670,206000,-0.2
017670,200000,-2.9
017670,198000,-1.0
017670,196500,-0.8
017670,199000,1.3
017670,201500,1.3
017670,208500,3.5
017670,209500,0.5
017670,210500,0.5
017670,215000,2.1
017670,214000,-0.5
017670,213000,-0.5
017670,216500,1.6
017670,214000,-1.2
017670,213000,-0.5
017670,211500,-0.7
017670,211500,0.0
017670,210000,-0.7
017670,210000,0.0
017670,207000,-1.4
017670,203500,-1.7
017670,207000,1.7
017670,212000,2.4
017670,214500,1.2
017670,216500,0.9
017670,215500,-0.5
017670,214000,-0.7
017670,209000,-2.3
017670,213000,1.9
017670,212000,-0.5
017670,214500,1.2
017670,219000,2.1
017670,215000,-1.8
017670,215500,0.2
017670,217000,0.7
017670,207000,-4.6
017670,202000,-2.4
017670,204000,1.0
017670,198000,-2.9
017670,202000,2.0
017670,204000,1.0
017670,206500,1.2
017670,205000,-0.7
017670,206000,0.5
017670,207000,0.5
017670,204000,-1.4
017670,205500,0.7
017670,208500,1.5
017670,208000,-0.2
017670,207500,-0.2
017670,204000,-1.7
017670,205500,0.7
017670,204500,-0.5
017670,203000,-0.7
017670,206000,1.5
017670,213500,3.6
017670,219500,2.8
017670,216000,-1.6
017670,220000,1.8
017670,220500,0.2
017670,223000,1.1
017670,219500,-1.6
017670,221000,0.7
017670,220000,-0.4
017670,223500,1.6
017670,224500,0.4
017670,228000,1.6
017670,228000,0.0
017670,227500,-0.2
017670,228500,0.4
017670,229000,0.2
017670,227000,-0.9
017670,223500,-1.5
017670,217500,-2.7
017670,219500,0.9
017670,222500,1.4
017670,222000,-0.2
017670,218500,-1.6
017670,219000,0.2
017670,219000,0.0
017670,221500,1.1
017670,225000,1.6
017670,225000,0.0
017670,227500,1.1
017670,232000,2.0
017670,234000,0.9
017670,243500,4.1
017670,239500,-1.6
017670,235500,-1.7
017670,236000,0.2
017670,240500,1.9
017670,241000,0.2
017670,235500,-2.3
017670,236500,0.4
017670,243500,3.0
017670,245000,0.6
017670,246000,0.4
017670,249000,1.2
017670,248000,-0.4
017670,242000,-2.4
017670,242000,0.0
017670,239000,-1.2
017670,243500,1.9
017670,242500,-0.4
017670,239500,-1.2
017670,239500,0.0
017670,241000,0.6
017670,244000,1.2
017670,245500,0.6
017670,243000,-1.0
017670,241500,-0.6
017670,238000,-1.4
017670,236000,-0.8
017670,245000,3.8
017670,245000,0.0
017670,259500,5.9
017670,264000,1.7
017670,257500,-2.5
017670,263500,2.3
017670,269500,2.3
017670,272000,0.9
017670,270000,-0.7
017670,268000,-0.7
017670,264000,-1.5
017670,256500,-2.8
017670,260500,1.6
017670,258000,-1.0
017670,265500,2.9
017670,274500,3.4
017670,274000,-0.2
017670,270000,-1.5
017670,271000,0.4
017670,275500,1.7
017670,276000,0.2
017670,275000,-0.4
017670,280500,2.0
017670,273000,-2.7
017670,279500,2.4
017670,282000,0.9
017670,288500,2.3
017670,288000,-0.2
017670,286500,-0.5
017670,285500,-0.4
017670,293000,2.6
017670,294500,0.5
017670,295000,0.2
017670,291000,-1.4
017670,287000,-1.4
017670,292500,1.9
017670,297000,1.5
017670,298500,0.5
017670,297500,-0.3
017670,292500,-1.7
017670,290500,-0.7
017670,297000,2.2
017670,290000,-2.4
017670,297000,2.4
017670,298500,0.5
017670,276500,-7.4
017670,278000,0.5
017670,281000,1.1
017670,276500,-1.6
017670,277000,0.2
017670,269500,-2.7
017670,271000,0.6
017670,273000,0.7
017670,260000,-4.8
017670,259000,-0.4
017670,268000,3.5
017670,267500,-0.2
017670,268500,0.4
017670,265000,-1.3
017670,273000,3.0
017670,276500,1.3
017670,269500,-2.5
017670,268000,-0.6
017670,267000,-0.4
017670,276000,3.4
017670,277500,0.5
017670,284000,2.3
017670,277500,-2.3
017670,275000,-0.9
017670,274500,-0.2
017670,278000,1.3
017670,279000,0.4
017670,274500,-1.6
017670,276000,0.6
017670,273500,-0.9
017670,286000,4.6
017670,289500,1.2
017670,282500,-2.4
017670,283500,0.4
017670,282000,-0.5
017670,282500,0.2
017670,283500,0.4
017670,280500,-1.1
017670,280500,0.0
017670,285000,1.6
017670,278000,-2.5
017670,277500,-0.2
017670,284000,2.3
017670,283500,-0.2
017670,283500,0.0
017670,281000,-0.9
017670,279000,-0.7
017670,273000,-2.2
017670,273500,0.2
017670,276000,0.9
017670,276000,0.0
017670,274000,-0.7
017670,273000,-0.4
017670,282000,3.3
017670,283500,0.5
017670,286500,1.1
017670,280500,-2.1
017670,280000,-0.2
017670,272000,-2.9
017670,268000,-1.5
017670,272500,1.7
017670,276500,1.5
017670,274500,-0.7
017670,269500,-1.8
017670,265000,-1.7
017670,266000,0.4
017670,267000,0.4
017670,268000,0.4
017670,264000,-1.5
017670,268500,1.7
017670,267500,-0.4
017670,268000,0.2
017670,273500,2.0
017670,275000,0.6
017670,277000,0.7
017670,283500,2.4
017670,290000,2.3
017670,288000,-0.7
017670,285500,-0.9
017670,284000,-0.5
017670,289000,1.8
017670,288000,-0.4
017670,282500,-1.9
017670,280000,-0.9
017670,278000,-0.7
017670,278000,0.0
017670,277000,-0.4
017670,274000,-1.1
017670,280500,2.4
017670,289500,3.2
017670,295500,2.1
017670,301000,1.9
017670,295500,-1.8
017670,291000,-1.5
017670,291000,0.0
017670,288000,-1.0
017670,287500,-0.2
017670,286500,-0.4
017670,284000,-0.9
017670,283500,-0.2
017670,288000,1.6
017670,290000,0.7
017670,283000,-2.4
017670,279000,-1.4
017670,270500,-3.0
017670,269000,-0.6
017670,270000,0.4
017670,283000,4.8
017670,280000,-1.1
017670,279500,-0.2
017670,281500,0.7
017670,290500,3.2
017670,284500,-2.1
017670,279500,-1.8
017670,283500,1.4
017670,282000,-0.5
017670,280000,-0.7
017670,280500,0.2
017670,278500,-0.7
017670,272500,-2.2
017670,274000,0.6
017670,274000,0.0
017670,271500,-0.9
017670,273000,0.6
017670,276000,1.1
017670,268000,-2.9
017670,262500,-2.0
017670,266500,1.5
017670,262500,-1.5
017670,266000,1.3
017670,264500,-0.6
017670,268000,1.3
017670,275000,2.6
017670,274500,-0.2
017670,274000,-0.2
017670,268000,-2.2
017670,275000,2.6
017670,290000,5.4
017670,293500,1.2
017670,288000,-1.9
017670,288500,0.2
017670,287000,-0.5
017670,281500,-1.9
017670,271500,-3.6
017670,262500,-3.3
017670,256500,-2.3
017670,251000,-2.1
017670,252000,0.4
017670,252500,0.2
017670,250000,-1.0
017670,251500,0.6
017670,252500,0.4
017670,248500,-1.6
017670,250000,0.6
017670,258000,3.2
017670,262500,1.7
017670,264000,0.6
017670,264000,0.0
017670,255000,-3.4
017670,246500,-3.3
017670,249000,1.0
017670,248500,-0.2
017670,245000,-1.4
017670,240500,-1.8
017670,242500,0.8
017670,244500,0.8
017670,251500,2.9
017670,256500,2.0
017670,262500,2.3
017670,257000,-2.1
017670,256500,-0.2
017670,257000,0.2
017670,254500,-1.0
017670,255000,0.2
017670,254000,-0.4
017670,249000,-2.0
017670,256000,2.8
017670,257500,0.6
017670,254500,-1.2
017670,250500,-1.6
017670,247000,-1.4
017670,250000,1.2
017670,247500,-1.0
017670,242500,-2.0
017670,242000,-0.2
017670,240500,-0.6
017670,252500,5.0
017670,250000,-1.0
017670,251500,0.6
017670,256000,1.8
017670,257000,0.4
017670,253500,-1.4
017670,255000,0.6
017670,250500,-1.8
017670,252500,0.8
017670,250000,-1.0
017670,244000,-2.4
017670,241000,-1.2
017670,241000,0.0
017670,240500,-0.2
017670,237000,-1.5
017670,244500,3.2
017670,250000,2.2
017670,245000,-2.0
017670,249500,1.8
017670,258000,3.4
017670,255500,-1.0
017670,249500,-2.4
017670,244000,-2.2
017670,242500,-0.6
017670,246000,1.4
017670,254000,3.2
017670,253000,-0.4
017670,249500,-1.4
017670,251500,0.8
017670,253500,0.8
017670,257000,1.4
017670,258000,0.4
017670,254000,-1.6
017670,247500,-2.6
017670,238500,-3.6
017670,238000,-0.2
017670,241500,1.5
017670,243000,0.6
017670,244000,0.4
017670,243000,-0.4
017670,246000,1.2
017670,246500,0.2
017670,246000,-0.2
017670,241000,-2.0
017670,250500,3.9
017670,258500,3.2
017670,261500,1.2
017670,252000,-3.6
017670,255000,1.2
017670,256500,0.6
017670,257500,0.4
017670,257500,0.0
017670,257000,-0.2
017670,256000,-0.4
017670,262000,2.3
017670,259000,-1.2
017670,261500,1.0
017670,262000,0.2
017670,263000,0.4
017670,261500,-0.6
017670,256500,-1.9
017670,254500,-0.8
017670,259000,1.8
017670,256500,-1.0
017670,259000,1.0
017670,256500,-1.0
017670,256000,-0.2
017670,257500,0.6
017670,259000,0.6
017670,258000,-0.4
017670,260500,1.0
017670,259500,-0.4
017670,260000,0.2
017670,251500,-3.3
017670,250000,-0.6
017670,254000,1.6
017670,252000,-0.8
017670,249000,-1.2
017670,242500,-2.6
017670,241000,-0.6
017670,238500,-1.0
017670,230000,-3.6
017670,231000,0.4
017670,230500,-0.2
017670,227000,-1.5
017670,229000,0.9
017670,227000,-0.9
017670,229000,0.9
017670,232000,1.3
017670,232000,0.0
017670,233500,0.6
017670,231500,-0.9
017670,230000,-0.6
017670,232000,0.9
017670,233000,0.4
017670,232500,-0.2
017670,233000,0.2
017670,231500,-0.6
017670,235000,1.5
017670,237000,0.8
017670,234000,-1.3
017670,234000,0.0
017670,233500,-0.2
017670,231500,-0.9
017670,232500,0.4
017670,234000,0.6
017670,233000,-0.4
017670,229000,-1.7
017670,228000,-0.4
017670,234000,2.6
017670,232000,-0.8
017670,228000,-1.7
017670,228500,0.2
017670,232500,1.8
017670,229500,-1.3
017670,228500,-0.4
017670,228000,-0.2
017670,232500,2.0
017670,233500,0.4
017670,230000,-1.5
017670,215000,-6.5
017670,215500,0.2
017670,210500,-2.3
017670,210000,-0.2
017670,208000,-1.0
017670,204000,-1.9
017670,208000,2.0
017670,203000,-2.4
017670,206500,1.7
017670,208500,1.0
017670,208500,0.0
017670,205500,-1.4
017670,203000,-1.2
017670,202500,-0.2
017670,197000,-2.7
017670,193000,-2.0
017670,197500,2.3
017670,194000,-1.8
017670,198000,2.1
017670,201500,1.8
017670,205000,1.7
017670,209000,2.0
017670,216000,3.4
017670,216500,0.2
017670,208000,-3.9
017670,210500,1.2
017670,210500,0.0
017670,204500,-2.8
017670,211000,3.2
017670,216500,2.6
017670,216500,0.0
017670,215500,-0.5
017670,220500,2.3
017670,224500,1.8
017670,226000,0.7
017670,228500,1.1
017670,228500,0.0
017670,225000,-1.5
017670,227500,1.1
017670,233500,2.6
017670,223000,-4.5
017670,220000,-1.4
017670,216500,-1.6
017670,212000,-2.1
017670,212000,0.0
017670,214500,1.2
017670,214500,0.0
017670,218500,1.9
017670,215000,-1.6
017670,215500,0.2
017670,218000,1.2
017670,218000,0.0
017670,214500,-1.6
017670,213500,-0.5
017670,211000,-1.2
017670,210000,-0.5
017670,210000,0.0
017670,207500,-1.2
017670,210500,1.4
017670,211500,0.5
017670,209500,-1.0
017670,208500,-0.5
017670,210000,0.7
017670,206000,-1.9
017670,207000,0.5
017670,204000,-1.4
017670,203500,-0.2
017670,202500,-0.5
017670,201500,-0.5
017670,203500,1.0
017670,211000,3.7
017670,210500,-0.2
017670,209000,-0.7
017670,206500,-1.2
017670,206500,0.0
017670,204500,-1.0
017670,201500,-1.5
017670,202500,0.5
017670,206500,2.0
017670,203500,-1.4
017670,210500,3.4
017670,206000,-2.1
017670,210000,1.9
017670,213500,1.7
017670,212000,-0.7
017670,210000,-0.9
017670,211000,0.5
017670,212500,0.7
017670,213500,0.5
017670,213000,-0.2
017670,212000,-0.5
017670,210000,-0.9
017670,211000,0.5
017670,210500,-0.2
017670,210500,0.0
017670,209000,-0.7
017670,215000,2.9
017670,215500,0.2
017670,213000,-1.2
017670,216500,1.6
017670,220000,1.6
017670,222000,0.9
017670,218500,-1.6
017670,216000,-1.1
017670,220000,1.8
017670,221500,0.7
017670,219000,-1.1
017670,217000,-0.9
017670,212000,-2.3
017670,211000,-0.5
017670,216000,2.4
017670,216000,0.0
017670,210500,-2.6
017670,210000,-0.2
017670,209500,-0.2
017670,209500,0.0
017670,210000,0.2
017670,210000,0.0
017670,208500,-0.7
017670,211500,1.4
017670,212500,0.5
017670,217000,2.1
017670,215500,-0.7
017670,218500,1.4
017670,219000,0.2
017670,216500,-1.1
017670,215000,-0.7
017670,214500,-0.2
017670,216000,0.7
017670,217000,0.5
017670,217000,0.0
017670,220000,1.4
017670,221000,0.4
017670,220500,-0.2
017670,223000,1.1
017670,221000,-0.9
017670,218000,-1.4
017670,222500,2.1
017670,223500,0.4
017670,230000,2.9
017670,232000,0.9
017670,231000,-0.4
017670,229500,-0.6
017670,230000,0.2
017670,226500,-1.5
017670,223500,-1.3
017670,221000,-1.1
017670,220500,-0.2
017670,221000,0.2
017670,222000,0.4
017670,224500,1.1
017670,224000,-0.2
017670,227000,1.3
017670,226500,-0.2
017670,227000,0.2
017670,228000,0.4
017670,226500,-0.7
017670,224000,-1.1
017670,221000,-1.3
017670,220000,-0.4
017670,220500,0.2
017670,220500,0.0
017670,222500,0.9
017670,221000,-0.7
017670,220500,-0.2
017670,218500,-0.9
017670,216500,-0.9
017670,216000,-0.2
017670,220500,2.1
017670,219500,-0.4
017670,221000,0.7
017670,223500,1.1
017670,222000,-0.7
017670,219000,-1.4
017670,217500,-0.7
017670,217000,-0.2
017670,217000,0.0
017670,216000,-0.5
017670,218000,0.9
017670,220500,1.2
017670,221000,0.2
017670,222000,0.4
017670,222500,0.2
017670,226000,1.6
017670,226000,0.0
017670,224500,-0.7
017670,222500,-0.9
017670,219000,-1.6
017670,216000,-1.4
017670,219500,1.6
017670,219500,0.0
017670,219000,-0.2
017670,219500,0.2
017670,221000,0.7
017670,225500,2.0
017670,227500,0.9
017670,229000,0.7
017670,224500,-2.0
017670,224000,-0.2
017670,227500,1.6
017670,231500,1.8
017670,230000,-0.6
017670,232500,1.1
017670,224500,-3.4
017670,223500,-0.4
017670,226000,1.1
017670,223500,-1.1
017670,223500,0.0
017670,226000,1.1
017670,223500,-1.1
017670,221000,-1.1
017670,218500,-1.1
017670,220000,0.7
017670,218500,-0.7
017670,217000,-0.7
017670,217500,0.2
017670,217000,-0.2
017670,217000,0.0
017670,219500,1.2
017670,220000,0.2
017670,220000,0.0
017670,226000,2.7
017670,226500,0.2
017670,226000,-0.2
017670,222500,-1.6
017670,223500,0.4
017670,226000,1.1
017670,224500,-0.7
017670,228000,1.6
017670,228000,0.0
017670,229000,0.4
017670,231500,1.1
017670,231500,0.0
017670,231000,-0.2
017670,230500,-0.2
017670,232500,0.9
017670,229500,-1.3
017670,230000,0.2
017670,232000,0.9
017670,229000,-1.3
017670,231000,0.9
017670,230000,-0.4
017670,230500,0.2
017670,230500,0.0
017670,231000,0.2
017670,231000,0.0
017670,224500,-2.8
017670,224000,-0.2
017670,225500,0.7
017670,223000,-1.1
017670,223000,0.0
017670,228000,2.2
017670,226500,-0.7
017670,226000,-0.2
017670,225000,-0.4
017670,227500,1.1
017670,229000,0.7
017670,228500,-0.2
017670,224500,-1.8
017670,226000,0.7
017670,224500,-0.7
017670,224000,-0.2
017670,223000,-0.4
017670,220500,-1.1
017670,221500,0.4
017670,219000,-1.1
017670,222500,1.6
017670,223000,0.2
017670,220000,-1.4
017670,218000,-0.9
017670,219500,0.7
017670,222000,1.1
017670,226500,2.0
017670,224500,-0.9
017670,224000,-0.2
017670,227500,1.6
017670,229500,0.9
017670,229000,-0.2
017670,225000,-1.8
017670,225500,0.2
017670,226500,0.4
017670,226500,0.0
017670,227500,0.4
017670,231000,1.5
017670,231000,0.0
017670,231500,0.2
017670,232000,0.2
017670,231500,-0.2
017670,229500,-0.9
017670,233000,1.5
017670,232000,-0.4
017670,231000,-0.4
017670,241000,4.3
017670,248000,2.9
017670,247000,-0.4
017670,245000,-0.8
017670,245500,0.2
017670,257500,4.9
017670,256000,-0.6
017670,250000,-2.3
017670,251000,0.4
017670,253000,0.8
017670,259500,2.6
017670,262500,1.2
017670,260000,-1.0
017670,259500,-0.2
017670,260500,0.4
017670,252500,-3.1
017670,255500,1.2
017670,252000,-1.4
017670,254000,0.8
017670,257000,1.2
017670,253000,-1.6
017670,256000,1.2
017670,255000,-0.4
017670,252500,-1.0
017670,245000,-3.0
017670,243000,-0.8
017670,245500,1.0
017670,243500,-0.8
017670,242500,-0.4
017670,247000,1.9
017670,248500,0.6
017670,249000,0.2
017670,251500,1.0
017670,251500,0.0
017670,249500,-0.8
017670,244000,-2.2
017670,240000,-1.6
017670,239500,-0.2
017670,240000,0.2
017670,235500,-1.9
017670,236000,0.2
017670,238500,1.1
017670,235500,-1.3
017670,236000,0.2
017670,236000,0.0
017670,239500,1.5
017670,239500,0.0
017670,241000,0.6
017670,244500,1.4
017670,246500,0.8
017670,246000,-0.2
017670,252000,2.4
017670,249500,-1.0
017670,254500,2.0
017670,250000,-1.8
017670,249000,-0.4
017670,253500,1.8
017670,249500,-1.6
017670,250500,0.4
017670,246000,-1.8
017670,245500,-0.2
017670,243000,-1.0
017670,246000,1.2
017670,246500,0.2
017670,248000,0.6
017670,243500,-1.8
017670,242000,-0.6
017670,242000,0.0
017670,247500,2.3
017670,249500,0.8
017670,254500,2.0
017670,263000,3.3
017670,258000,-1.9
017670,258000,0.0
017670,264000,2.3
017670,266000,0.8
017670,261500,-1.7
017670,266000,1.7
017670,274500,3.2
017670,264000,-3.8
017670,267500,1.3
017670,257500,-3.7
017670,256500,-0.4
017670,255500,-0.4
017670,260000,1.8
017670,257000,-1.2
017670,257500,0.2
017670,263000,2.1
017670,262000,-0.4
017670,261000,-0.4
017670,262000,0.4
017670,263000,0.4
017670,270500,2.8
017670,278500,3.0
017670,277500,-0.4
017670,270000,-2.7
017670,279000,3.3
017670,277000,-0.7
017670,278000,0.4
017670,277500,-0.2
017670,283500,2.2
017670,283000,-0.2
017670,276500,-2.3
017670,279500,1.1
017670,275000,-1.6
017670,274500,-0.2
017670,269000,-2.0
017670,265000,-1.5
017670,269500,1.7
017670,268500,-0.4
017670,264000,-1.7
017670,260000,-1.5
017670,260000,0.0
017670,262500,1.0
017670,261000,-0.6
017670,263500,1.0
017670,261000,-1.0
017670,262000,0.4
017670,260500,-0.6
017670,257000,-1.3
017670,253500,-1.4
017670,252000,-0.6
017670,248000,-1.6
017670,248000,0.0
017670,244000,-1.6
017670,251500,3.1
017670,249500,-0.8
017670,246500,-1.2
017670,246500,0.0
017670,249000,1.0
017670,242000,-2.8
017670,253000,4.6
017670,250000,-1.2
017670,246000,-1.6
017670,245500,-0.2
017670,249000,1.4
017670,252000,1.2
017670,249500,-1.0
017670,254500,2.0
017670,257000,1.0
017670,257500,0.2
017670,255000,-1.0
017670,267500,4.9
017670,266500,-0.4
017670,268000,0.6
017670,267500,-0.2
017670,271500,1.5
017670,268500,-1.1
017670,267500,-0.4
017670,264500,-1.1
017670,265000,0.2
017670,262000,-1.1
017670,263000,0.4
017670,267000,1.5
017670,263500,-1.3
017670,261000,-1.0
017670,257500,-1.3
017670,264000,2.5
017670,263500,-0.2
017670,265000,0.6
017670,266000,0.4
017670,260000,-2.3
017670,256000,-1.5
017670,254000,-0.8
017670,253500,-0.2
017670,256000,1.0
017670,252500,-1.4
017670,251000,-0.6
017670,252000,0.4
017670,255500,1.4
017670,254500,-0.4
017670,250500,-1.6
017670,250500,0.0
017670,260500,4.0
017670,260000,-0.2
017670,261500,0.6
017670,260000,-0.6
017670,259000,-0.4
017670,256000,-1.2
017670,264000,3.1
017670,265000,0.4
017670,269500,1.7
017670,275500,2.2
017670,275500,0.0
017670,277500,0.7
017670,271500,-2.2
017670,274500,1.1
017670,270000,-1.6
017670,276500,2.4
017670,274500,-0.7
017670,277000,0.9
017670,272500,-1.6
017670,273000,0.2
017670,272000,-0.4
017670,272000,0.0
017670,274000,0.7
017670,278000,1.5
017670,267500,-3.8
017670,267000,-0.2
017670,265500,-0.6
017670,262000,-1.3
017670,259500,-1.0
017670,267500,3.1
017670,266000,-0.6
017670,276000,3.8
017670,268500,-2.7
017670,268500,0.0
017670,267000,-0.6
017670,266000,-0.4
017670,266000,0.0
017670,266500,0.2
017670,278000,4.3
017670,280000,0.7
017670,274000,-2.1
017670,274000,0.0
017670,274000,0.0
017670,266500,-2.7
017670,267500,0.4
017670,265500,-0.8
017670,267000,0.6
017670,265500,-0.6
017670,261500,-1.5
017670,262000,0.2
017670,260000,-0.8
017670,255500,-1.7
017670,248000,-2.9
017670,244000,-1.6
017670,240000,-1.6
017670,240000,0.0
017670,240500,0.2
017670,244000,1.5
017670,243500,-0.2
017670,245000,0.6
017670,246000,0.4
017670,240000,-2.4
017670,241500,0.6
017670,239500,-0.8
017670,241000,0.6
017670,240000,-0.4
017670,234500,-2.3
017670,234000,-0.2
017670,232000,-0.8
017670,232000,0.0
017670,229500,-1.1
017670,233500,1.7
017670,236000,1.1
017670,235000,-0.4
017670,232500,-1.1
017670,236500,1.7
017670,239500,1.3
017670,239000,-0.2
017670,232500,-2.7
017670,230000,-1.1
017670,231500,0.6
017670,228500,-1.3
017670,226500,-0.9
017670,228000,0.7
017670,226500,-0.7
017670,230000,1.6
017670,233500,1.5
017670,235000,0.6
017670,237000,0.8
017670,234500,-1.0
017670,233000,-0.6
017670,232500,-0.2
017670,235000,1.1
017670,232500,-1.1
017670,231000,-0.6
017670,229000,-0.9
017670,224000,-2.2
017670,225500,0.7
017670,223500,-0.9
017670,222000,-0.7
017670,222000,0.0
017670,225000,1.4
017670,226000,0.4
017670,223500,-1.1
017670,226500,1.3
017670,222500,-1.8
017670,226500,1.8
