stock,price,ret
005380,131500,1.2
005380,135500,3.0
005380,137000,1.1
005380,134500,-1.8
005380,138000,2.6
005380,136500,-1.1
005380,131000,-4.0
005380,130500,-0.4
005380,130500,0.0
005380,134000,2.7
005380,141500,5.6
005380,144500,2.1
005380,140500,-2.8
005380,135500,-3.6
005380,140000,3.3
005380,139500,-0.4
005380,138500,-0.7
005380,135500,-2.2
005380,136000,0.4
005380,137000,0.7
005380,137500,0.4
005380,140000,1.8
005380,132500,-5.4
005380,132000,-0.4
005380,134000,1.5
005380,135000,0.8
005380,139000,3.0
005380,136500,-1.8
005380,135500,-0.7
005380,137500,1.5
005380,142000,3.3
005380,146000,2.8
005380,146000,0.0
005380,145000,-0.7
005380,144500,-0.3
005380,145500,0.7
005380,146000,0.3
005380,141500,-3.1
005380,141000,-0.4
005380,143500,1.8
005380,145000,1.0
005380,142000,-2.1
005380,144500,1.8
005380,137000,-5.2
005380,132500,-3.3
005380,131000,-1.1
005380,137000,4.6
005380,136000,-0.7
005380,134500,-1.1
005380,139000,3.4
005380,141000,1.4
005380,138000,-2.1
005380,137000,-0.7
005380,139500,1.8
005380,133500,-4.3
005380,134000,0.4
005380,138000,3.0
005380,137000,-0.7
005380,133500,-2.6
005380,137000,2.6
005380,140000,2.2
005380,143500,2.5
005380,145000,1.0
005380,144000,-0.7
005380,149000,3.5
005380,152000,2.0
005380,150500,-1.0
005380,148500,-1.3
005380,146500,-1.4
005380,143000,-2.4
005380,144000,0.7
005380,137000,-4.9
005380,138000,0.7
005380,137000,-0.7
005380,137500,0.4
005380,137000,-0.4
005380,135000,-1.5
005380,132000,-2.2
005380,138000,4.6
005380,139500,1.1
005380,133500,-4.3
005380,135500,1.5
005380,134500,-0.7
005380,136000,1.1
005380,138000,1.5
005380,141000,2.2
005380,141500,0.4
005380,144000,1.8
005380,143000,-0.7
005380,147000,2.8
005380,149500,1.7
005380,148500,-0.7
005380,152000,2.4
005380,151000,-0.7
005380,148000,-2.0
005380,155000,4.7
005380,157000,1.3
005380,158000,0.6
005380,152000,-3.8
005380,152000,0.0
005380,155500,2.3
005380,161500,3.9
005380,161500,0.0
005380,156500,-3.1
005380,152000,-2.9
005380,153000,0.7
005380,157000,2.6
005380,159000,1.3
005380,160500,0.9
005380,160000,-0.3
005380,158000,-1.2
005380,160000,1.3
005380,162500,1.6
005380,158500,-2.5
005380,162000,2.2
005380,167500,3.4
005380,163500,-2.4
005380,154000,-5.8
005380,155000,0.6
005380,160000,3.2
005380,162500,1.6
005380,168000,3.4
005380,172000,2.4
005380,171500,-0.3
005380,171000,-0.3
005380,169000,-1.2
005380,170000,0.6
005380,180500,6.2
005380,183500,1.7
005380,183000,-0.3
005380,185500,1.4
005380,181000,-2.4
005380,180500,-0.3
005380,178500,-1.1
005380,186000,4.2
005380,177500,-4.6
005380,177000,-0.3
005380,176500,-0.3
005380,181000,2.6
005380,186000,2.8
005380,188000,1.1
005380,188000,0.0
005380,180500,-4.0
005380,175000,-3.0
005380,180000,2.9
005380,177500,-1.4
005380,175000,-1.4
005380,176000,0.6
005380,172500,-2.0
005380,179000,3.8
005380,177500,-0.8
005380,184000,3.7
005380,181000,-1.6
005380,178000,-1.7
005380,180000,1.1
005380,184500,2.5
005380,177000,-4.1
005380,179500,1.4
005380,182000,1.4
005380,182500,0.3
005380,178000,-2.5
005380,178000,0.0
005380,180500,1.4
005380,177500,-1.7
005380,181500,2.2
005380,182500,0.6
005380,178500,-2.2
005380,172500,-3.4
005380,173500,0.6
005380,176500,1.7
005380,173500,-1.7
005380,177000,2.0
005380,178000,0.6
005380,189000,6.2
005380,194000,2.6
005380,198000,2.1
005380,198000,0.0
005380,196000,-1.0
005380,193500,-1.3
005380,192000,-0.8
005380,200500,4.4
005380,198000,-1.2
005380,193500,-2.3
005380,193000,-0.3
005380,194000,0.5
005380,185500,-4.4
005380,187500,1.1
005380,189500,1.1
005380,197500,4.2
005380,196000,-0.8
005380,188000,-4.1
005380,179000,-4.8
005380,181000,1.1
005380,185000,2.2
005380,181000,-2.2
005380,176000,-2.8
005380,175000,-0.6
005380,175500,0.3
005380,182500,4.0
005380,180000,-1.4
005380,175000,-2.8
005380,178000,1.7
005380,179500,0.8
005380,178500,-0.6
005380,173500,-2.8
005380,170000,-2.0
005380,171000,0.6
005380,175000,2.3
005380,178000,1.7
005380,179000,0.6
005380,184000,2.8
005380,183500,-0.3
005380,182500,-0.5
005380,185000,1.4
005380,188500,1.9
005380,188500,0.0
005380,182500,-3.2
005380,185500,1.6
005380,181500,-2.2
005380,182000,0.3
005380,178500,-1.9
005380,179500,0.6
005380,181000,0.8
005380,189000,4.4
005380,190500,0.8
005380,198500,4.2
005380,199000,0.2
005380,199500,0.2
005380,207000,3.8
005380,210000,1.4
005380,203000,-3.3
005380,203500,0.2
005380,201500,-1.0
005380,204000,1.2
005380,210500,3.2
005380,205500,-2.4
005380,205000,-0.2
005380,206000,0.5
005380,200000,-2.9
005380,212500,6.2
005380,222000,4.5
005380,221500,-0.2
005380,226000,2.0
005380,225500,-0.2
005380,232500,3.1
005380,235500,1.3
005380,233000,-1.1
005380,246000,5.6
005380,245000,-0.4
005380,233500,-4.7
005380,250500,7.3
005380,246500,-1.6
005380,254500,3.2
005380,242000,-4.9
005380,240000,-0.8
005380,238500,-0.6
005380,238500,0.0
005380,247500,3.8
005380,236000,-4.6
005380,229500,-2.8
005380,224000,-2.4
005380,226000,0.9
005380,238500,5.5
005380,233500,-2.1
005380,241000,3.2
005380,228000,-5.4
005380,230500,1.1
005380,230500,0.0
005380,243500,5.6
005380,248500,2.0
005380,249000,0.2
005380,252500,1.4
005380,243500,-3.6
005380,242000,-0.6
005380,241500,-0.2
005380,238000,-1.4
005380,231500,-2.7
005380,226500,-2.2
005380,223000,-1.6
005380,226500,1.6
005380,236000,4.2
005380,234500,-0.6
005380,228000,-2.8
005380,225500,-1.1
005380,227500,0.9
005380,230000,1.1
005380,231500,0.6
005380,224000,-3.2
005380,232000,3.6
005380,234000,0.9
005380,230000,-1.7
005380,238000,3.5
005380,237000,-0.4
005380,240500,1.5
005380,244500,1.7
005380,244000,-0.2
005380,246500,1.0
005380,248000,0.6
005380,247500,-0.2
005380,239000,-3.4
005380,231500,-3.1
005380,238000,2.8
005380,238500,0.2
005380,240000,0.6
005380,236500,-1.5
005380,233000,-1.5
005380,235500,1.1
005380,233000,-1.1
005380,236500,1.5
005380,234000,-1.1
005380,238000,1.7
005380,243000,2.1
005380,239000,-1.6
005380,235000,-1.7
005380,235500,0.2
005380,224000,-4.9
005380,214000,-4.5
005380,209000,-2.3
005380,204000,-2.4
005380,199500,-2.2
005380,194000,-2.8
005380,192500,-0.8
005380,197000,2.3
005380,188000,-4.6
005380,203000,8.0
005380,200500,-1.2
005380,191500,-4.5
005380,170500,-11.0
005380,161500,-5.3
005380,178000,10.2
005380,180500,1.4
005380,188500,4.4
005380,192500,2.1
005380,195000,1.3
005380,196500,0.8
005380,203000,3.3
005380,202500,-0.2
005380,200000,-1.2
005380,189500,-5.2
005380,192000,1.3
005380,199000,3.6
005380,201500,1.3
005380,197500,-2.0
005380,191000,-3.3
005380,198500,3.9
005380,208000,4.8
005380,206000,-1.0
005380,208500,1.2
005380,211000,1.2
005380,207000,-1.9
005380,197000,-4.8
005380,196000,-0.5
005380,207000,5.6
005380,205000,-1.0
005380,211000,2.9
005380,211000,0.0
005380,205000,-2.8
005380,197000,-3.9
005380,194500,-1.3
005380,200000,2.8
005380,197000,-1.5
005380,204500,3.8
005380,207500,1.5
005380,212000,2.2
005380,212500,0.2
005380,219500,3.3
005380,217500,-0.9
005380,221500,1.8
005380,215500,-2.7
005380,216500,0.5
005380,228000,5.3
005380,228000,0.0
005380,223500,-2.0
005380,223500,0.0
005380,225000,0.7
005380,227000,0.9
005380,231500,2.0
005380,232000,0.2
005380,231000,-0.4
005380,238000,3.0
005380,237000,-0.4
005380,236500,-0.2
005380,235000,-0.6
005380,221500,-5.7
005380,228500,3.2
005380,231500,1.3
005380,230000,-0.6
005380,226000,-1.7
005380,226500,0.2
005380,221500,-2.2
005380,218500,-1.4
005380,220500,0.9
005380,215500,-2.3
005380,215500,0.0
005380,208500,-3.2
005380,209000,0.2
005380,216500,3.6
005380,213000,-1.6
005380,221500,4.0
005380,221500,0.0
005380,223000,0.7
005380,226000,1.4
005380,227000,0.4
005380,223000,-1.8
005380,216000,-3.1
005380,219000,1.4
005380,210500,-3.9
005380,209000,-0.7
005380,203500,-2.6
005380,208500,2.5
005380,206000,-1.2
005380,208500,1.2
005380,213000,2.2
005380,213500,0.2
005380,215000,0.7
005380,214500,-0.2
005380,213000,-0.7
005380,213000,0.0
005380,213000,0.0
005380,212500,-0.2
005380,221500,4.2
005380,223500,0.9
005380,223500,0.0
005380,219500,-1.8
005380,221500,0.9
005380,226500,2.3
005380,227000,0.2
005380,229500,1.1
005380,227500,-0.9
005380,226000,-0.7
005380,231000,2.2
005380,226000,-2.2
005380,227500,0.7
005380,232000,2.0
005380,234000,0.9
005380,229000,-2.1
005380,221000,-3.5
005380,216000,-2.3
005380,221000,2.3
005380,218500,-1.1
005380,218000,-0.2
005380,216500,-0.7
005380,212500,-1.8
005380,219000,3.1
005380,221500,1.1
005380,220000,-0.7
005380,217500,-1.1
005380,221500,1.8
005380,219000,-1.1
005380,218500,-0.2
005380,219000,0.2
005380,223000,1.8
005380,224000,0.4
005380,226500,1.1
005380,224000,-1.1
005380,219000,-2.2
005380,216500,-1.1
005380,210000,-3.0
005380,208500,-0.7
005380,216000,3.6
005380,220000,1.8
005380,220000,0.0
005380,216500,-1.6
005380,213000,-1.6
005380,212000,-0.5
005380,212500,0.2
005380,215500,1.4
005380,223500,3.7
005380,225000,0.7
005380,228000,1.3
005380,223000,-2.2
005380,224000,0.4
005380,224000,0.0
005380,225500,0.7
005380,227000,0.7
005380,225000,-0.9
005380,224000,-0.4
005380,226000,0.9
005380,232500,2.9
005380,236500,1.7
005380,233000,-1.5
005380,240000,3.0
005380,255000,6.2
005380,253500,-0.6
005380,264000,4.1
005380,264500,0.2
005380,268500,1.5
005380,261000,-2.8
005380,258500,-1.0
005380,258000,-0.2
005380,263000,1.9
005380,259000,-1.5
005380,263500,1.7
005380,259500,-1.5
005380,254000,-2.1
005380,250000,-1.6
005380,257000,2.8
005380,257500,0.2
005380,262000,1.8
005380,260500,-0.6
005380,268500,3.1
005380,268000,-0.2
005380,265500,-0.9
005380,257000,-3.2
005380,257500,0.2
005380,255500,-0.8
005380,250000,-2.2
005380,250000,0.0
005380,248000,-0.8
005380,250500,1.0
005380,250500,0.0
005380,240500,-4.0
005380,240500,0.0
005380,229000,-4.8
005380,237000,3.5
005380,237000,0.0
005380,233500,-1.5
005380,233500,0.0
005380,233000,-0.2
005380,237500,1.9
005380,243000,2.3
005380,244000,0.4
005380,238000,-2.5
005380,234000,-1.7
005380,233500,-0.2
005380,240000,2.8
005380,236500,-1.5
005380,240000,1.5
005380,238500,-0.6
005380,238500,0.0
005380,238000,-0.2
005380,240000,0.8
005380,248500,3.5
005380,253500,2.0
005380,253500,0.0
005380,250500,-1.2
005380,243000,-3.0
005380,241000,-0.8
005380,238500,-1.0
005380,231000,-3.1
005380,234000,1.3
005380,232500,-0.6
005380,235500,1.3
005380,231500,-1.7
005380,235500,1.7
005380,233500,-0.8
005380,230000,-1.5
005380,228500,-0.6
005380,228000,-0.2
005380,225500,-1.1
005380,218500,-3.1
005380,226000,3.4
005380,228500,1.1
005380,223000,-2.4
005380,217500,-2.5
005380,224000,3.0
005380,223000,-0.4
005380,219000,-1.8
005380,223000,1.8
005380,220000,-1.4
005380,223500,1.6
005380,228500,2.2
005380,232500,1.8
005380,237000,1.9
005380,237500,0.2
005380,238500,0.4
005380,233000,-2.3
005380,233500,0.2
005380,236500,1.3
005380,236000,-0.2
005380,244000,3.4
005380,247000,1.2
005380,246000,-0.4
005380,250000,1.6
005380,245000,-2.0
005380,245500,0.2
005380,242000,-1.4
005380,243000,0.4
005380,244000,0.4
005380,245500,0.6
005380,244000,-0.6
005380,247000,1.2
005380,243500,-1.4
005380,246000,1.0
005380,246000,0.0
005380,240500,-2.2
005380,241500,0.4
005380,236000,-2.3
005380,227000,-3.8
005380,227500,0.2
005380,236000,3.7
005380,236500,0.2
005380,235000,-0.6
005380,235500,0.2
005380,234500,-0.4
005380,246000,4.9
005380,248000,0.8
005380,248500,0.2
005380,243000,-2.2
005380,242000,-0.4
005380,241000,-0.4
005380,245000,1.7
005380,244500,-0.2
005380,247000,1.0
005380,248500,0.6
005380,252000,1.4
005380,246500,-2.2
005380,244500,-0.8
005380,242500,-0.8
005380,237500,-2.1
005380,236500,-0.4
005380,237000,0.2
005380,233000,-1.7
005380,228500,-1.9
005380,225500,-1.3
005380,227500,0.9
005380,229500,0.9
005380,230000,0.2
005380,228000,-0.9
005380,226000,-0.9
005380,223000,-1.3
005380,218000,-2.2
005380,226500,3.9
005380,226500,0.0
005380,219500,-3.1
005380,225000,2.5
005380,224500,-0.2
005380,216000,-3.8
005380,215000,-0.5
005380,199500,-7.2
005380,208000,4.3
005380,212500,2.2
005380,213000,0.2
005380,214000,0.5
005380,216500,1.2
005380,212000,-2.1
005380,216500,2.1
005380,211500,-2.3
005380,215500,1.9
005380,214000,-0.7
005380,212500,-0.7
005380,212500,0.0
005380,210000,-1.2
005380,216500,3.1
005380,217000,0.2
005380,225000,3.7
005380,224500,-0.2
005380,230500,2.7
005380,225500,-2.2
005380,228500,1.3
005380,228000,-0.2
005380,226500,-0.7
005380,229500,1.3
005380,226000,-1.5
005380,227500,0.7
005380,228500,0.4
005380,227000,-0.7
005380,230500,1.5
005380,229500,-0.4
005380,225000,-2.0
005380,224000,-0.4
005380,222500,-0.7
005380,222500,0.0
005380,222500,0.0
005380,223000,0.2
005380,223000,0.0
005380,218500,-2.0
005380,216000,-1.1
005380,206000,-4.6
005380,206000,0.0
005380,208500,1.2
005380,210000,0.7
005380,207500,-1.2
005380,209500,1.0
005380,206000,-1.7
005380,209000,1.5
005380,209000,0.0
005380,210500,0.7
005380,212500,1.0
005380,213500,0.5
005380,210500,-1.4
005380,214500,1.9
005380,218000,1.6
005380,208000,-4.6
005380,201000,-3.4
005380,198500,-1.2
005380,206500,4.0
005380,203500,-1.4
005380,205000,0.7
005380,206500,0.7
005380,203500,-1.4
005380,203500,0.0
005380,199500,-2.0
005380,200000,0.2
005380,209500,4.8
005380,211500,1.0
005380,216500,2.4
005380,216500,0.0
005380,213500,-1.4
005380,209500,-1.9
005380,210500,0.5
005380,217000,3.1
005380,216000,-0.5
005380,219000,1.4
005380,214500,-2.0
005380,213500,-0.5
005380,215000,0.7
005380,218000,1.4
005380,219500,0.7
005380,221000,0.7
005380,217500,-1.6
005380,216000,-0.7
005380,213500,-1.2
005380,208500,-2.3
005380,210500,1.0
005380,210000,-0.2
005380,212000,1.0
005380,220000,3.8
005380,219000,-0.4
005380,218000,-0.5
005380,217500,-0.2
005380,215000,-1.2
005380,214500,-0.2
005380,215500,0.5
005380,220500,2.3
005380,224000,1.6
005380,223500,-0.2
005380,224000,0.2
005380,222000,-0.9
005380,219500,-1.1
005380,218000,-0.7
005380,207000,-5.0
005380,198000,-4.4
005380,198000,0.0
005380,198500,0.2
005380,201000,1.3
005380,200500,-0.2
005380,197000,-1.8
005380,193000,-2.0
005380,191500,-0.8
005380,192500,0.5
005380,188500,-2.1
005380,183500,-2.6
005380,183000,-0.3
005380,184000,0.6
005380,185000,0.5
005380,195500,5.7
005380,194000,-0.8
005380,197000,1.6
005380,199500,1.3
005380,197500,-1.0
005380,202000,2.3
005380,199000,-1.5
005380,194500,-2.3
005380,193000,-0.8
005380,193500,0.3
005380,189000,-2.3
005380,188500,-0.3
005380,193500,2.6
005380,193000,-0.3
005380,196000,1.6
005380,198500,1.3
005380,198500,0.0
005380,202000,1.8
005380,202500,0.2
005380,204000,0.7
005380,207000,1.5
005380,206500,-0.2
005380,208500,1.0
005380,209500,0.5
005380,212500,1.4
005380,214500,0.9
005380,215000,0.2
005380,210500,-2.1
005380,208000,-1.2
005380,206000,-1.0
005380,206500,0.2
005380,203500,-1.4
005380,198000,-2.7
005380,197000,-0.5
005380,197000,0.0
005380,204500,3.8
005380,207500,1.5
005380,207500,0.0
005380,202000,-2.6
005380,202500,0.2
005380,206000,1.7
005380,208000,1.0
005380,218000,4.8
005380,225500,3.4
005380,223000,-1.1
005380,215500,-3.4
005380,215000,-0.2
005380,214000,-0.5
005380,213500,-0.2
005380,214000,0.2
005380,217500,1.6
005380,219000,0.7
005380,222000,1.4
005380,209000,-5.9
005380,212500,1.7
005380,213000,0.2
005380,219000,2.8
005380,221000,0.9
005380,221500,0.2
005380,222000,0.2
005380,222000,0.0
005380,223500,0.7
005380,224500,0.4
005380,225500,0.4
005380,230000,2.0
005380,237500,3.3
005380,232500,-2.1
005380,231500,-0.4
005380,231500,0.0
005380,230500,-0.4
005380,232500,0.9
005380,225000,-3.2
005380,225000,0.0
005380,221500,-1.6
005380,221000,-0.2
005380,227000,2.7
005380,233000,2.6
005380,236500,1.5
005380,234500,-0.8
005380,229000,-2.4
005380,228500,-0.2
005380,228000,-0.2
005380,228500,0.2
005380,237000,3.7
005380,238000,0.4
005380,240500,1.0
005380,239500,-0.4
005380,249000,4.0
005380,244500,-1.8
005380,242500,-0.8
005380,242500,0.0
005380,244000,0.6
005380,250500,2.7
005380,248000,-1.0
005380,250000,0.8
005380,248000,-0.8
005380,248000,0.0
005380,248500,0.2
005380,255500,2.8
005380,256500,0.4
005380,255000,-0.6
005380,255000,0.0
005380,254000,-0.4
005380,256500,1.0
005380,256500,0.0
005380,251000,-2.1
005380,254500,1.4
005380,247500,-2.8
005380,249500,0.8
005380,247500,-0.8
005380,253500,2.4
005380,260500,2.8
005380,264500,1.5
005380,262000,-1.0
005380,263500,0.6
005380,266000,1.0
005380,264500,-0.6
005380,256500,-3.0
005380,261000,1.8
005380,262500,0.6
005380,258500,-1.5
005380,253500,-1.9
005380,258500,2.0
005380,265000,2.5
005380,261500,-1.3
005380,261000,-0.2
005380,253000,-3.1
005380,254000,0.4
005380,248000,-2.4
005380,244500,-1.4
005380,250000,2.2
005380,254000,1.6
005380,248500,-2.2
005380,247500,-0.4
005380,249000,0.6
005380,244000,-2.0
005380,243000,-0.4
005380,249000,2.5
005380,254000,2.0
005380,258500,1.8
005380,254500,-1.6
005380,253500,-0.4
005380,253000,-0.2
005380,252500,-0.2
005380,255000,1.0
005380,257500,1.0
005380,255000,-1.0
005380,252000,-1.2
005380,249500,-1.0
005380,239000,-4.2
005380,233000,-2.5
005380,232500,-0.2
005380,230000,-1.1
005380,230000,0.0
005380,228500,-0.6
005380,229000,0.2
005380,230000,0.4
005380,231500,0.6
005380,228000,-1.5
005380,227000,-0.4
005380,227500,0.2
005380,220500,-3.1
005380,224500,1.8
005380,228500,1.8
005380,226000,-1.1
005380,225500,-0.2
005380,229500,1.8
005380,236500,3.0
005380,224500,-5.1
005380,224000,-0.2
005380,228500,2.0
005380,229000,0.2
005380,229500,0.2
005380,224500,-2.2
005380,221000,-1.6
005380,228000,3.2
005380,232000,1.8
005380,231000,-0.4
005380,233000,0.9
005380,228500,-1.9
005380,231000,1.1
005380,236000,2.2
005380,236500,0.2
005380,232000,-1.9
005380,228000,-1.7
005380,223500,-2.0
005380,230500,3.1
005380,234500,1.7
005380,231500,-1.3
005380,226000,-2.4
005380,228500,1.1
005380,226500,-0.9
005380,230500,1.8
005380,233500,1.3
005380,231000,-1.1
005380,227500,-1.5
005380,227000,-0.2
005380,232500,2.4
005380,233000,0.2
005380,229500,-1.5
005380,225500,-1.7
005380,222000,-1.6
005380,228000,2.7
005380,227500,-0.2
005380,233000,2.4
005380,236500,1.5
005380,243500,3.0
005380,245000,0.6
005380,246000,0.4
005380,242000,-1.6
005380,244500,1.0
005380,243500,-0.4
005380,238500,-2.0
005380,237000,-0.6
005380,236500,-0.2
005380,235500,-0.4
005380,229000,-2.8
005380,229000,0.0
005380,234000,2.2
005380,235000,0.4
005380,231000,-1.7
005380,229500,-0.6
005380,234500,2.2
005380,235500,0.4
005380,232500,-1.3
005380,243000,4.5
005380,246000,1.2
005380,248000,0.8
005380,251000,1.2
005380,251500,0.2
005380,250000,-0.6
005380,245500,-1.8
005380,247500,0.8
005380,246500,-0.4
005380,248500,0.8
005380,243500,-2.0
005380,242500,-0.4
005380,242000,-0.2
005380,241500,-0.2
005380,238000,-1.4
005380,242000,1.7
005380,240000,-0.8
005380,245000,2.1
005380,244000,-0.4
005380,245000,0.4
005380,245000,0.0
005380,242000,-1.2
005380,236000,-2.5
005380,233500,-1.1
005380,234000,0.2
005380,230000,-1.7
005380,225000,-2.2
005380,223000,-0.9
005380,228500,2.5
005380,231500,1.3
005380,229500,-0.9
005380,231500,0.9
005380,237500,2.6
005380,239500,0.8
005380,234500,-2.1
005380,233500,-0.4
005380,230000,-1.5
005380,230500,0.2
005380,233000,1.1
005380,233000,0.0
005380,235000,0.9
005380,229000,-2.6
005380,230000,0.4
005380,230000,0.0
005380,224500,-2.4
005380,226500,0.9
005380,227000,0.2
005380,225000,-0.9
005380,224000,-0.4
005380,223000,-0.4
005380,224000,0.4
005380,225000,0.4
005380,224000,-0.4
005380,225000,0.4
005380,229500,2.0
005380,226000,-1.5
005380,223500,-1.1
005380,218000,-2.5
005380,219500,0.7
005380,224500,2.3
005380,228500,1.8
005380,229500,0.4
005380,230000,0.2
005380,229500,-0.2
005380,229000,-0.2
005380,230500,0.7
005380,228000,-1.1
005380,228000,0.0
005380,225500,-1.1
005380,225500,0.0
005380,224000,-0.7
005380,228500,2.0
005380,224000,-2.0
005380,223000,-0.4
005380,230000,3.1
005380,235000,2.2
005380,234000,-0.4
005380,232500,-0.6
005380,227500,-2.2
005380,229000,0.7
005380,225500,-1.5
005380,229000,1.6
005380,227500,-0.7
005380,227000,-0.2
005380,237500,4.6
005380,244500,3.0
005380,245500,0.4
005380,243500,-0.8
005380,237500,-2.5
005380,236000,-0.6
005380,233000,-1.3
005380,232000,-0.4
005380,228500,-1.5
005380,231000,1.1
005380,232000,0.4
005380,233500,0.6
005380,230000,-1.5
005380,224000,-2.6
005380,224500,0.2
005380,226000,0.7
005380,224000,-0.9
005380,224500,0.2
005380,225000,0.2
005380,226000,0.4
005380,228000,0.9
005380,231000,1.3
005380,233000,0.9
005380,232000,-0.4
005380,225500,-2.8
005380,222000,-1.6
005380,221500,-0.2
005380,217500,-1.8
005380,213500,-1.8
005380,220000,3.0
005380,219500,-0.2
005380,218500,-0.5
005380,218000,-0.2
005380,198000,-9.2
005380,195000,-1.5
005380,195500,0.3
005380,191500,-2.0
005380,192000,0.3
005380,189500,-1.3
005380,187000,-1.3
005380,189500,1.3
005380,190500,0.5
005380,188500,-1.0
005380,180000,-4.5
005380,184500,2.5
005380,182000,-1.4
005380,178000,-2.2
005380,178000,0.0
005380,178500,0.3
005380,176000,-1.4
005380,175000,-0.6
005380,168000,-4.0
005380,162000,-3.6
005380,169000,4.3
005380,167000,-1.2
005380,161500,-3.3
005380,171000,5.9
005380,172500,0.9
005380,176000,2.0
005380,173500,-1.4
005380,173500,0.0
005380,172000,-0.9
005380,170000,-1.2
005380,160000,-5.9
005380,155000,-3.1
005380,151000,-2.6
005380,158500,5.0
005380,162000,2.2
005380,166500,2.8
005380,176000,5.7
005380,176000,0.0
005380,178500,1.4
005380,177000,-0.8
005380,177500,0.3
005380,177500,0.0
005380,171500,-3.4
005380,167000,-2.6
005380,165000,-1.2
005380,171500,3.9
005380,174000,1.5
005380,174500,0.3
005380,180500,3.4
005380,179000,-0.8
005380,182000,1.7
005380,176500,-3.0
005380,177500,0.6
005380,185000,4.2
005380,188000,1.6
005380,185500,-1.3
005380,181500,-2.2
005380,180000,-0.8
005380,178000,-1.1
005380,178500,0.3
005380,174500,-2.2
005380,174500,0.0
005380,169000,-3.2
005380,167500,-0.9
005380,170000,1.5
005380,171000,0.6
005380,171500,0.3
005380,175000,2.0
005380,174500,-0.3
005380,171500,-1.7
005380,169000,-1.5
005380,169000,0.0
005380,168000,-0.6
005380,164500,-2.1
005380,170000,3.3
005380,178000,4.7
005380,180000,1.1
005380,177500,-1.4
005380,179500,1.1
005380,177500,-1.1
005380,174500,-1.7
005380,171000,-2.0
005380,172500,0.9
005380,173500,0.6
005380,171500,-1.2
005380,168000,-2.0
005380,168000,0.0
005380,164500,-2.1
005380,164000,-0.3
005380,165500,0.9
005380,167000,0.9
005380,169500,1.5
005380,171000,0.9
005380,166000,-2.9
005380,166500,0.3
005380,166000,-0.3
005380,163500,-1.5
005380,157500,-3.7
005380,156500,-0.6
005380,157000,0.3
005380,155000,-1.3
005380,158000,1.9
005380,158000,0.0
005380,162500,2.8
005380,162000,-0.3
005380,162500,0.3
005380,164000,0.9
005380,163500,-0.3
005380,160500,-1.8
005380,161500,0.6
005380,166500,3.1
005380,163500,-1.8
005380,167500,2.4
005380,173000,3.3
005380,169000,-2.3
005380,173000,2.4
005380,176500,2.0
005380,172000,-2.6
005380,172000,0.0
005380,175500,2.0
005380,182000,3.7
005380,182000,0.0
005380,184000,1.1
005380,181000,-1.6
005380,179000,-1.1
005380,175000,-2.2
005380,170000,-2.9
005380,169000,-0.6
005380,167500,-0.9
005380,167000,-0.3
005380,168500,0.9
005380,164000,-2.7
005380,164000,0.0
005380,166000,1.2
005380,162000,-2.4
005380,161500,-0.3
005380,161000,-0.3
005380,161500,0.3
005380,167500,3.7
005380,167000,-0.3
005380,171000,2.4
005380,170000,-0.6
005380,169000,-0.6
005380,170000,0.6
005380,174500,2.6
005380,171000,-2.0
005380,170000,-0.6
005380,175500,3.2
005380,177500,1.1
005380,176000,-0.8
005380,172500,-2.0
005380,171000,-0.9
005380,169000,-1.2
005380,172000,1.8
005380,171500,-0.3
005380,173000,0.9
005380,173000,0.0
005380,169500,-2.0
005380,169000,-0.3
005380,166000,-1.8
005380,164000,-1.2
005380,163500,-0.3
005380,162500,-0.6
005380,162500,0.0
005380,162500,0.0
005380,159500,-1.8
005380,162500,1.9
005380,160000,-1.5
005380,157000,-1.9
005380,156000,-0.6
005380,158000,1.3
005380,154500,-2.2
005380,138500,-10.4
005380,135500,-2.2
005380,139000,2.6
005380,137500,-1.1
005380,134500,-2.2
005380,135500,0.7
005380,134500,-0.7
005380,138000,2.6
005380,136000,-1.4
005380,136500,0.4
005380,137000,0.4
005380,136000,-0.7
005380,131500,-3.3
005380,130000,-1.1
005380,132000,1.5
005380,131000,-0.8
005380,133000,1.5
005380,132000,-0.8
005380,135000,2.3
005380,134500,-0.4
005380,136000,1.1
005380,136500,0.4
005380,135500,-0.7
005380,135000,-0.4
005380,133000,-1.5
005380,131500,-1.1
005380,128000,-2.7
005380,127000,-0.8
005380,124000,-2.4
005380,125500,1.2
005380,125500,0.0
005380,126500,0.8
005380,127000,0.4
005380,123500,-2.8
005380,124000,0.4
005380,133000,7.3
005380,131000,-1.5
005380,138000,5.3
005380,139000,0.7
005380,145000,4.3
005380,145000,0.0
005380,146000,0.7
005380,150000,2.7
005380,149000,-0.7
005380,143500,-3.7
005380,144000,0.4
005380,145500,1.0
005380,139500,-4.1
005380,138000,-1.1
005380,140000,1.4
005380,139000,-0.7
005380,146000,5.0
005380,144500,-1.0
005380,143500,-0.7
005380,146500,2.1
005380,148000,1.0
005380,149000,0.7
005380,146000,-2.0
005380,142500,-2.4
005380,147500,3.5
005380,150000,1.7
005380,147000,-2.0
005380,144000,-2.0
005380,149000,3.5
005380,146500,-1.7
005380,151500,3.4
005380,152000,0.3
005380,150000,-1.3
005380,152000,1.3
005380,156500,3.0
005380,155500,-0.6
005380,156500,0.6
005380,156000,-0.3
005380,154500,-1.0
005380,156500,1.3
